location,pop_fam,num_buds_at_emerge,ttl_stem_lngth_flwr,buds_at_first_flwr,pollen_color_subj,anther_color_subj,overall_petal_color_subj,petal_pat_color,bud_doy,flwr_doy,scnd_flwr_doy,third_flwr_doy,pop_name,time_fst_flwr,time_fst_scnd_flwr,CMD_gs,CMD_sp,CMD_sm,Tave_gs,Tave_sp,Tave_sm,latitude,elevation,longitude,range_position,bFFP,flwr_number,area,perimeter,circularity,feret,feret_angle,min_feret,aspect_ratio,roundness,solidity,OL_width_left,OL_width_right,IL_width,trough_length_left,trough_length_right
T06-E07,STM_08,3,16.2,8,cream,cream,pink,0,317,333,336,337,STM,16,3,368.5952380952381,106.23809523809524,262.35714285714283,11.062857142857142,6.655555555555556,17.673809523809524,42.693604,1635,-118.938725,Southern,146,3,2.551,12.707,0.199,2.884,88.872,2.259,1.119,0.894,0.599,0.512,0.591,0.804,1.439,1.268
T06-E09,GPN_18,2,10.4,2,NA,NA,NA,NA,331,348,377,NA,GPN,17,29,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T06-E11,BBU_15,1,7.9,2,pink,lavender,pink,1,324,345,350,360,BBU,21,5,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,3,0.951,8.35,0.171,2.445,97.107,1.519,1.588,0.63,0.446,0.25,0.216,0.317,1.004,0.978
T06-E13,KAB_13,1,12.5,2,cream,pink,lavender,0,345,363,369,373,KAB,18,6,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.565,5.867,0.206,1.644,98.166,1.103,1.433,0.698,0.489,0.18,0.161,0.33,0.933,0.963
T06-F02,LRR_03,2,6.1,3,cream,cream,lavender,1,345,365,370,373,LRR,20,5,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,0.621,5.812,0.231,1.642,91.469,1.096,1.317,0.759,0.57,0.175,0.198,0.298,0.673,0.799
T06-F06,SUC_15,1,4.5,3,cream,cream,lavender,0,324,343,347,350,SUC,19,4,379.23809523809524,106.64285714285714,272.5952380952381,11.518571428571429,6.885714285714286,18.46785714285714,43.223458,1498,-117.151153,Southern,146,3,0.217,3.226,0.262,1.105,109.952,0.546,2.656,0.377,0.597,0.094,0.09,0.19,0.486,0.436
T06-F08,KAB_18,4,3.1,3,cream,pink,lavender,1,360,382,383,386,KAB,22,1,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.243,3.416,0.262,1.164,98.46,0.58,2.506,0.399,0.592,0.083,0.098,0.245,0.479,0.414
T06-F10,LIC_11,1,10,4,cream,purple,purple,0,360,381,386,390,LIC,21,5,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,3,1.09,6.926,0.286,1.968,92.842,1.428,1.352,0.74,0.638,0.238,0.284,0.749,0.866,0.81
T06-F12,HES_13,2,13.6,5,pink,pink,pink,1,331,350,355,357,HES,19,5,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,3,0.775,7.692,0.165,2.153,87.886,1.411,1.9,0.526,0.426,0.191,0.157,0.458,0.94,0.909
T06-F14,KAB_10,1,6.3,4,purple,pink,lavender,1,331,351,356,360,KAB,20,5,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.726,6.21,0.237,1.707,85.041,1.155,1.426,0.701,0.607,0.224,0.182,0.496,0.641,0.707
T06-G01,LRR_06,2,10.8,5,pink,lavender,lavender,1,324,335,337,341,LRR,11,2,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.582,10.297,0.188,2.224,105.899,1.939,1.013,0.987,0.536,0.37,0.318,0.627,1.237,1.023
T06-G03,HES_17,4,19.4,3,lavender,lavender,lavender,1,345,361,365,369,HES,16,4,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,3,1.403,9.872,0.181,2.491,96.161,1.759,1.348,0.742,0.532,0.288,0.268,0.642,1.136,1.055
T06-G05,BRD_07,1,11.4,3,cream,cream,pink,1,373,396,401,403,BRD,23,5,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,3,1.047,7.27,0.249,2.068,93.003,1.444,1.209,0.827,0.561,0.318,0.337,0.417,0.909,0.812
T06-G09,FUR_15,2,12.1,3,cream,cream,purple,1,345,361,364,373,FUR,16,3,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.064,8.007,0.209,2.093,101.467,1.42,1.336,0.749,0.598,0.279,0.253,0.337,0.91,0.772
T06-G11,MEB_08,2,18.7,5,cream,pink,pink,1,324,338,343,NA,MEB,14,5,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,4,0.655,6.011,0.228,1.598,85.84,1.133,1.288,0.777,0.555,0.24,0.279,0.354,0.789,0.883
T06-G13,LRR_04,2,13.5,5,cream,cream,pink,1,317,334,336,342,LRR,17,2,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.826,10.225,0.219,2.429,82.528,1.932,1.067,0.937,0.589,0.354,0.312,0.957,1.216,1.285
T07-A01,LIC_16,1,9.5,1,cream,cream,lavender,1,367,389,398,NA,LIC,22,9,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,2,0.621,6.166,0.205,1.921,81.839,1.215,1.608,0.622,0.442,0.177,0.188,0.281,0.907,0.981
T07-A03,CRE_05,3,16.6,1,NA,NA,NA,NA,352,369,376,NA,CRE,17,7,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,2,0.437,4.905,0.228,1.323,99.273,0.903,1.225,0.816,0.557,0.19,0.186,0.247,0.597,0.63
T07-A05,TIC_06,3,21,2,pink,pink,lavender,1,331,346,351,355,TIC,15,5,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,0.828,7.22,0.2,1.956,85.617,1.349,1.545,0.647,0.514,0.14,0.198,0.46,0.951,0.752
T07-A07,LIC_02,2,21.1,2,cream,lavender,purple,0,380,401,404,407,LIC,21,3,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,3,0.617,7.039,0.156,1.713,88.077,1.143,1.684,0.594,0.52,0.158,0.153,0.444,0.715,0.637
T07-A11,KAB_06,1,15.5,5,pink,pink,lavender,1,389,405,408,410,KAB,16,3,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.539,5.247,0.246,1.471,94.764,0.932,1.386,0.721,0.613,0.256,0.216,0.331,0.495,0.499
T07-A13,FUR_07,2,15.9,3,pink,pink,pink,1,324,343,349,353,FUR,19,6,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.391,8.57,0.238,2.142,73.034,1.667,1.089,0.918,0.609,0.387,0.351,0.535,1.132,0.877
T07-B02,GPN_05,1,19.8,4,lavender,lavender,pink,1,352,379,384,389,GPN,27,5,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,3,1.066,8.824,0.172,2.266,95.115,1.612,1.42,0.704,0.472,0.229,0.185,0.575,1.119,1.067
T07-B04,KAB_05,2,11.6,4,cream,cream,purple,1,345,361,365,369,KAB,16,4,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.839,8.725,0.139,2.019,98.236,1.363,1.403,0.713,0.469,0.234,0.185,0.329,0.756,0.62
T07-B06,HES_14,2,11.2,4,cream,cream,pink,1,338,355,360,380,HES,17,5,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-B08,LRR_14,3,12.1,4,cream,cream,lavender,1,317,330,333,337,LRR,13,3,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.274,9.28,0.186,2.165,94.694,1.664,1.313,0.762,0.536,0.195,0.319,0.659,1.074,0.973
T07-B10,PMS_12,1,5.3,4,cream,cream,lavender,1,324,345,349,354,PMS,21,4,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,3,0.706,6.442,0.214,1.763,83.392,1.229,1.417,0.706,0.537,0.171,0.18,0.376,0.875,0.705
T07-B12,CRE_14,2,21.4,4,cream,cream,purple,1,338,360,363,365,CRE,22,3,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,3,1.206,8.264,0.222,2.215,82.828,1.591,1.283,0.779,0.55,0.3,0.31,0.574,0.935,1.126
T07-B14,BRD_04,1,18.5,3,lavender,pink,pink,0,338,357,362,367,BRD,19,5,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,3,1.045,9.286,0.152,2.393,101.487,1.575,1.082,0.925,0.404,0.299,0.32,0.389,1.332,1.237
T07-C01,CRE_06,3,19.9,1,NA,NA,NA,NA,352,367,374,NA,CRE,15,7,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,2,0.642,6.173,0.212,1.776,84.005,1.14,1.487,0.672,0.507,0.212,0.229,0.331,0.874,0.773
T07-C03,OGP_18,2,13.6,0,cream,cream,lavender,1,352,396,NA,NA,OGP,44,NA,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-C05,JCP_11,3,11.1,3,cream,cream,purple,1,345,353,360,360,JCP,8,7,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,3,0.591,5.966,0.209,1.377,83.337,1.068,1.268,0.788,0.587,0.219,0.218,0.384,0.771,0.825
T07-C07,BRD_08,1,18.2,2,NA,NA,NA,NA,331,351,360,NA,BRD,20,9,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-C09,BFF_12,1,6.2,1,pink,pink,lavender,0,338,360,362,NA,BFF,22,2,345.8571428571429,100.30952380952381,245.54761904761907,10.284761904761904,6.130952380952381,16.515476190476193,44.343006,1312,-119.302186,Central,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-C11,OGP_03,3,15.2,5,cream,cream,pink,1,324,340,343,346,OGP,16,3,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,3,1.232,9.087,0.188,2.155,87.23,1.573,1.196,0.836,0.595,0.297,0.274,0.528,0.808,0.895
T07-C13,BBU_14,3,8,3,cream,lavender,lavender,1,331,343,348,354,BBU,12,5,254.5952380952381,43.023809523809526,211.57142857142858,10.246666666666666,5.853174603174603,16.836904761904762,43.73359,1704,-116.128678,Southern,139,3,0.943,6.634,0.269,1.859,82.521,1.388,1.093,0.915,0.555,0.268,0.278,0.483,1.094,1.034
T07-D02,STM_14,NA,20.4,4,cream,cream,pink,1,NA,334,338,342,STM,NA,4,368.5952380952381,106.23809523809524,262.35714285714283,11.062857142857142,6.655555555555556,17.673809523809524,42.693604,1635,-118.938725,Southern,146,3,1.309,10.108,0.161,2.172,106.184,1.58,1.16,0.862,0.553,0.377,0.327,0.663,0.989,1.23
T07-D04,FUR_09,3,18.3,6,pink,pink,purple,0,338,355,360,363,FUR,17,5,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.207,8.883,0.192,2.401,93.02,1.398,1.624,0.616,0.534,0.304,0.261,0.472,0.965,0.99
T07-D06,STM_18,1,18.3,4,cream,cream,pink,0,317,333,337,340,STM,16,4,368.5952380952381,106.23809523809524,262.35714285714283,11.062857142857142,6.655555555555556,17.673809523809524,42.693604,1635,-118.938725,Southern,146,3,1.81,9.629,0.245,2.444,91.023,1.828,1.132,0.884,0.593,0.525,0.444,0.752,1.377,1.137
T07-D08,LRR_08,4,10.5,6,cream,cream,lavender,0,317,325,328,331,LRR,8,3,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,1.232,8.878,0.196,2.37,87.368,1.732,1.406,0.711,0.474,0.217,0.224,0.515,1.115,1.222
T07-D10,HES_03,1,16,3,purple,lavender,purple,1,345,360,365,369,HES,15,5,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,3,1.085,8.801,0.176,2.536,80.662,1.619,1.71,0.585,0.452,0.188,0.206,0.493,0.983,0.38
T07-D12,FUR_18,2,22.3,3,pink,pink,pink,1,318,336,340,342,FUR,18,4,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.826,9.571,0.251,2.692,89.213,1.953,1.3,0.769,0.571,0.284,0.316,0.689,1.101,1.224
T07-D14,CRE_17,2,20.5,3,cream,pink,purple,1,352,372,378,382,CRE,20,6,267.9047619047619,89.02380952380952,178.88095238095238,11.997619047619049,8.247619047619049,17.622619047619047,49.128793,574,-116.635332,Northern,110,3,1.103,7.253,0.263,1.807,100.853,1.369,1.09,0.917,0.587,0.332,0.318,0.628,1.181,1.065
T07-E01,LIC_10,2,13.3,3,cream,cream,purple,0,380,404,407,412,LIC,24,3,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,3,0.701,7.019,0.179,1.759,78.29,1.207,1.381,0.724,0.54,0.244,0.234,0.389,0.727,0.702
T07-E03,MEB_20,3,8.9,1,pink,pink,lavender,1,345,370,372,NA,MEB,25,2,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,2,1.161,7.856,0.236,2.275,94.475,1.537,1.364,0.733,0.55,0.242,0.243,0.535,1.026,0.943
T07-E05,LRR_19,1,8.6,2,cream,cream,lavender,0,324,342,349,367,LRR,18,7,375.76190476190476,102.57142857142857,273.1904761904762,10.941904761904762,6.3769841269841265,17.789285714285715,42.959349,1546,-116.951582,Southern,154,3,0.571,5.909,0.205,1.484,110.647,1.052,1.335,0.749,0.57,0.178,0.19,0.344,0.677,0.57
T07-E07,OGP_12,2,18.4,4,cream,cream,pink,1,345,362,368,371,OGP,17,6,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,3,0.639,5.686,0.249,1.533,83.466,1.139,1.113,0.898,0.582,0.246,0.224,0.418,0.706,0.725
T07-E09,JCP_08,1,8.6,2,cream,cream,lavender,1,352,373,380,NA,JCP,21,7,301.11904761904765,113.35714285714286,187.76190476190476,10.608571428571429,6.665079365079365,16.523809523809526,49.044619,865,-119.048655,Northern,128,2,0.139,2.562,0.267,0.871,97.684,0.454,2.168,0.461,0.613,0.085,0.11,0.139,0.323,0.308
T07-E11,KAB_16,1,8.3,2,pink,pink,lavender,1,324,342,347,351,KAB,18,5,267.4761904761905,61.547619047619044,205.92857142857142,10.74904761904762,6.961904761904762,16.429761904761904,46.866808,1002,-117.154731,Central,131,3,0.337,4.943,0.173,1.262,95.366,0.803,1.504,0.665,0.548,0.165,0.152,0.194,0.41,0.538
T07-E13,LIC_01,1,18,3,cream,cream,purple,0,380,405,408,411,LIC,25,3,255.07142857142858,61.83333333333333,193.23809523809524,10.866190476190475,7.0738095238095235,16.554761904761904,48.191144,804,-116.15621,Northern,130,3,0.327,3.771,0.289,1.176,98.645,0.765,1.58,0.633,0.603,0.148,0.137,0.292,0.529,0.496
T07-F02,HES_06,3,15.3,4,cream,cream,pink,0,331,345,348,352,HES,14,3,289.07142857142856,71.42857142857143,217.64285714285714,11.379047619047618,7.496825396825397,17.202380952380953,47.342545,816,-116.787758,Central,127,3,1.288,9.053,0.198,2.118,78.152,1.713,1.019,0.981,0.525,0.353,0.352,0.516,1.138,1.067
T07-F04,FUR_17,2,11.2,1,NA,NA,NA,NA,352,384,NA,NA,FUR,32,NA,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-F06,BRD_19,2,20.5,3,cream,cream,pink,0,338,357,361,367,BRD,19,4,228.07142857142856,65.33333333333333,162.73809523809524,12.311428571428571,8.4515873015873,18.101190476190474,49.3268,606,-117.611818,Northern,113,3,0.575,5.138,0.274,1.774,90.81,0.946,1.791,0.558,0.585,0.285,0.276,0.367,0.602,0.601
T07-F10,FUR_13,2,14.1,3,purple,lavender,purple,1,331,352,354,360,FUR,21,2,140.92857142857142,10.547619047619047,130.38095238095238,8.63047619047619,4.662698412698413,14.582142857142856,45.746923,1521,-116.144028,Central,154,3,1.83,12.445,0.148,2.999,90.509,2.143,1.222,0.819,0.466,0.311,0.348,0.506,1.229,1.244
T07-F14,MEB_13,3,15.1,5,pink,pink,purple,1,324,338,341,343,MEB,14,3,353.38095238095235,97.47619047619048,255.9047619047619,10.873809523809523,6.993650793650794,16.69404761904762,44.962502,1033,-118.959969,Central,141,3,2.171,10.639,0.241,2.884,89.442,2.05,1.128,0.886,0.573,0.646,0.512,0.621,1.328,1.359
T07-G01,TIC_19,4,9.8,4,pink,pink,purple,1,331,346,346,349,TIC,15,0,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,0.879,6.365,0.272,1.784,102.312,1.309,1.124,0.889,0.585,0.284,0.214,0.528,1.018,0.869
T07-G03,GPN_09,2,7.8,0,cream,lavender,purple,1,352,369,NA,NA,GPN,17,NA,266.26190476190476,86.97619047619048,179.28571428571428,12.305238095238096,8.403174603174604,18.15833333333333,49.136969,671,-118.246906,Northern,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-G05,OGP_10,2,16.8,4,cream,cream,lavender,1,331,347,352,355,OGP,16,5,284.61904761904765,107.07142857142857,177.54761904761904,10.905714285714286,6.918253968253968,16.886904761904763,49.04775,857,-119.558096,Northern,121,3,0.625,6.129,0.209,1.64,76.446,1.093,1.291,0.774,0.529,0.221,0.204,0.378,0.825,0.811
T07-G07,TIC_07,1,17,3,pink,pink,purple,0,317,338,342,344,TIC,21,4,204.5952380952381,20.095238095238095,184.5,10.136190476190476,6.336507936507936,15.835714285714285,45.977422,1118,-118.033018,Central,135,3,1.035,8.528,0.179,2.171,93.507,1.45,1.562,0.64,0.526,0.206,0.198,0.555,1.128,0.971
T07-G09,SUC_08,2,12.6,2,NA,NA,NA,NA,331,348,354,NA,SUC,17,6,379.23809523809524,106.64285714285714,272.5952380952381,11.518571428571429,6.885714285714286,18.46785714285714,43.223458,1498,-117.151153,Southern,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T07-G11,PMS_15,2,4,2,NA,NA,NA,NA,324,336,341,NA,PMS,12,5,305.7142857142857,67.16666666666667,238.54761904761904,10.635238095238096,6.233333333333333,17.238095238095237,44.86463,1422,-116.62262,Central,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
